High,Low,Open,Close,Volume,Adj Close,Return,Date,Week_Number,Year,Day,Weekday,mean_return,volatility
104.44000244140625,103.52999877929688,103.91000366210938,104.02999877929688,724500.0,99.53663635253906,0.551,2019-02-08,05,2019,8,Friday,0.023600000000000086,1.4241038585721197
104.5199966430664,103.69000244140625,104.30000305175781,104.08999633789062,636500.0,99.59403228759766,0.058,2019-02-11,06,2019,11,Monday,0.5312,0.2881574222538784
105.05000305175781,104.27999877929688,104.52999877929688,104.62999725341797,794300.0,100.1107177734375,0.519,2019-02-12,06,2019,12,Tuesday,0.5312,0.2881574222538784
106.2300033569336,105.23999786376953,105.31999969482422,105.26000213623047,385100.0,100.71350860595703,0.602,2019-02-13,06,2019,13,Wednesday,0.5312,0.2881574222538784
106.29000091552734,105.26000213623047,105.69000244140625,105.94000244140625,494900.0,101.3641357421875,0.646,2019-02-14,06,2019,14,Thursday,0.5312,0.2881574222538784
106.8499984741211,105.8499984741211,106.75,106.81999969482422,328800.0,102.20612335205078,0.831,2019-02-15,06,2019,15,Friday,0.5312,0.2881574222538784
106.97000122070312,106.05999755859375,106.05999755859375,106.73999786376953,292700.0,102.12957763671875,-0.075,2019-02-19,07,2019,19,Tuesday,0.3505,0.6080901797156953
107.36000061035156,106.58000183105469,106.58000183105469,106.86000061035156,730400.0,102.24439239501953,0.112,2019-02-20,07,2019,20,Wednesday,0.3505,0.6080901797156953
107.58000183105469,106.80999755859375,107.19999694824219,106.9800033569336,298400.0,102.35922241210938,0.112,2019-02-21,07,2019,21,Thursday,0.3505,0.6080901797156953
108.4800033569336,107.94000244140625,108.08000183105469,108.31999969482422,337100.0,103.6413345336914,1.253,2019-02-22,07,2019,22,Friday,0.3505,0.6080901797156953
108.06999969482422,107.23999786376953,107.72000122070312,107.33000183105469,408200.0,102.69409942626953,-0.914,2019-02-25,08,2019,25,Monday,0.013600000000000011,0.7953806007189264
107.62999725341797,106.4800033569336,106.54000091552734,107.56999969482422,327300.0,102.9237289428711,0.224,2019-02-26,08,2019,26,Tuesday,0.013600000000000011,0.7953806007189264
107.08000183105469,106.23999786376953,106.70999908447266,107.01000213623047,471400.0,102.38792419433594,-0.521,2019-02-27,08,2019,27,Wednesday,0.013600000000000011,0.7953806007189264
107.31999969482422,106.7300033569336,107.04000091552734,107.12999725341797,543300.0,102.50273895263672,0.112,2019-02-28,08,2019,28,Thursday,0.013600000000000011,0.7953806007189264
108.58000183105469,107.72000122070312,108.0,108.37999725341797,473400.0,103.69874572753906,1.167,2019-03-01,08,2019,1,Friday,0.013600000000000011,0.7953806007189264
108.04000091552734,106.61000061035156,108.0,107.31999969482422,404200.0,102.68452453613281,-0.978,2019-03-04,09,2019,4,Monday,-0.07080000000000002,1.1259994227351984
108.26000213623047,107.30999755859375,107.62000274658203,107.97000122070312,269400.0,103.30644989013672,0.606,2019-03-05,09,2019,5,Tuesday,-0.07080000000000002,1.1259994227351984
108.27999877929688,107.44999694824219,108.26000213623047,107.58999633789062,270100.0,102.94287109375,-0.352,2019-03-06,09,2019,6,Wednesday,-0.07080000000000002,1.1259994227351984
107.47000122070312,106.11000061035156,107.43000030517578,106.3499984741211,306400.0,101.75643157958984,-1.153,2019-03-07,09,2019,7,Thursday,-0.07080000000000002,1.1259994227351984
108.05000305175781,106.69000244140625,106.7699966430664,107.97000122070312,537200.0,103.30644989013672,1.523,2019-03-08,09,2019,8,Friday,-0.07080000000000002,1.1259994227351984
107.91999816894531,106.66000366210938,106.66000366210938,107.72000122070312,476000.0,103.06725311279297,-0.232,2019-03-11,10,2019,11,Monday,0.8284,1.1221075260419566
108.26000213623047,107.2699966430664,107.36000061035156,108.01000213623047,410300.0,103.3447265625,0.269,2019-03-12,10,2019,12,Tuesday,0.8284,1.1221075260419566
109.29000091552734,108.47000122070312,108.5199966430664,108.86000061035156,472400.0,104.15802001953125,0.787,2019-03-13,10,2019,13,Wednesday,0.8284,1.1221075260419566
109.73999786376953,108.91000366210938,109.33000183105469,109.5199966430664,394200.0,104.78950500488281,0.606,2019-03-14,10,2019,14,Thursday,0.8284,1.1221075260419566
112.7699966430664,111.62000274658203,111.63999938964844,112.48999786376953,769100.0,107.6312255859375,2.712,2019-03-15,10,2019,15,Friday,0.8284,1.1221075260419566
112.33999633789062,111.52999877929688,111.98999786376953,112.13999938964844,429600.0,107.29634094238281,-0.311,2019-03-18,11,2019,18,Monday,-0.12919999999999993,1.4049068296509915
113.73999786376953,112.9800033569336,113.33000183105469,113.44000244140625,506100.0,108.54019165039062,1.159,2019-03-19,11,2019,19,Tuesday,-0.12919999999999993,1.4049068296509915
114.91000366210938,113.38999938964844,113.79000091552734,114.52999877929688,679600.0,109.58311462402344,0.961,2019-03-20,11,2019,20,Wednesday,-0.12919999999999993,1.4049068296509915
114.5,113.23999786376953,113.30999755859375,114.43000030517578,385000.0,109.4874267578125,-0.087,2019-03-21,11,2019,21,Thursday,-0.12919999999999993,1.4049068296509915
113.11000061035156,111.08999633789062,112.66999816894531,111.72000122070312,780000.0,106.89447784423828,-2.368,2019-03-22,11,2019,22,Friday,-0.12919999999999993,1.4049068296509915
111.91999816894531,111.05999755859375,111.41000366210938,111.5999984741211,437200.0,106.7796630859375,-0.107,2019-03-25,12,2019,25,Monday,0.6644,0.9738712953979084
113.97000122070312,112.87000274658203,113.06999969482422,113.93000030517578,1123000.0,109.00902557373047,2.088,2019-03-26,12,2019,26,Tuesday,0.6644,0.9738712953979084
114.01000213623047,112.6500015258789,113.69000244140625,113.55999755859375,1172700.0,108.65499877929688,-0.325,2019-03-27,12,2019,27,Wednesday,0.6644,0.9738712953979084
114.58999633789062,113.58000183105469,114.31999969482422,114.20999908447266,1867900.0,109.27692413330078,0.572,2019-03-28,12,2019,28,Thursday,0.6644,0.9738712953979084
116.1500015258789,115.12000274658203,116.08000183105469,115.45999908447266,1325700.0,110.47293853759766,1.094,2019-03-29,12,2019,29,Friday,0.6644,0.9738712953979084
115.94999694824219,115.38999938964844,115.7699966430664,115.81999969482422,973200.0,110.81739044189453,0.312,2019-04-01,13,2019,1,Monday,-0.14599999999999996,0.6676731985035792
115.91000366210938,115.30000305175781,115.66999816894531,115.80999755859375,582000.0,110.80782318115234,-0.009,2019-04-02,13,2019,2,Tuesday,-0.14599999999999996,0.6676731985035792
116.98999786376953,116.4000015258789,116.66999816894531,116.43000030517578,688800.0,111.40103912353516,0.535,2019-04-03,13,2019,3,Wednesday,-0.14599999999999996,0.6676731985035792
117.36000061035156,115.76000213623047,117.23999786376953,115.94999694824219,1130800.0,110.9417724609375,-0.412,2019-04-04,13,2019,4,Thursday,-0.14599999999999996,0.6676731985035792
115.04000091552734,114.47000122070312,114.5,114.61000061035156,686600.0,109.65965270996094,-1.156,2019-04-05,13,2019,5,Friday,-0.14599999999999996,0.6676731985035792
114.94999694824219,113.7699966430664,114.37000274658203,114.93000030517578,868500.0,109.96582794189453,0.279,2019-04-08,14,2019,8,Monday,-0.3848,2.124102210346762
111.4800033569336,110.27999877929688,111.4000015258789,110.37000274658203,1094500.0,105.60279083251953,-3.968,2019-04-09,14,2019,9,Tuesday,-0.3848,2.124102210346762
112.38999938964844,111.61000061035156,111.93000030517578,112.2699966430664,834100.0,107.42072296142578,1.721,2019-04-10,14,2019,10,Wednesday,-0.3848,2.124102210346762
112.38999938964844,111.8499984741211,112.18000030517578,112.33000183105469,508100.0,107.47813415527344,0.053,2019-04-11,14,2019,11,Thursday,-0.3848,2.124102210346762
112.66000366210938,112.18000030517578,112.66000366210938,112.31999969482422,354100.0,107.46856689453125,-0.009,2019-04-12,14,2019,12,Friday,-0.3848,2.124102210346762
113.12000274658203,112.22000122070312,112.26000213623047,112.80000305175781,638000.0,107.92784118652344,0.427,2019-04-15,15,2019,15,Monday,0.14875000000000002,1.071804514203344
112.25,111.0999984741211,112.22000122070312,111.19999694824219,1081400.0,106.39693450927734,-1.418,2019-04-16,15,2019,16,Tuesday,0.14875000000000002,1.071804514203344
112.80000305175781,112.01000213623047,112.80000305175781,112.30999755859375,881000.0,107.45899200439453,0.998,2019-04-17,15,2019,17,Wednesday,0.14875000000000002,1.071804514203344
113.3499984741211,112.4800033569336,112.80000305175781,112.97000122070312,485500.0,108.09049224853516,0.588,2019-04-18,15,2019,18,Thursday,0.14875000000000002,1.071804514203344
114.0,112.6500015258789,112.6500015258789,113.79000091552734,418100.0,108.87506866455078,0.726,2019-04-22,16,2019,22,Monday,2.5626,5.583264394599274
114.9000015258789,113.5199966430664,113.54000091552734,114.80000305175781,770700.0,109.84144592285156,0.888,2019-04-23,16,2019,23,Tuesday,2.5626,5.583264394599274
130.16000366210938,125.61000061035156,125.81999969482422,129.0800018310547,4694100.0,123.50464630126953,12.439,2019-04-24,16,2019,24,Wednesday,2.5626,5.583264394599274
129.2899932861328,126.86000061035156,127.05999755859375,129.0500030517578,2788400.0,123.47594451904297,-0.023,2019-04-25,16,2019,25,Thursday,2.5626,5.583264394599274
128.52999877929688,127.41999816894531,128.52000427246094,127.4800033569336,1387200.0,121.97376251220703,-1.217,2019-04-26,16,2019,26,Friday,2.5626,5.583264394599274
129.1999969482422,127.0199966430664,127.05999755859375,129.0500030517578,1894800.0,123.47594451904297,1.232,2019-04-29,17,2019,29,Monday,-0.006800000000000006,1.180297293057982
128.89999389648438,127.52999877929688,127.52999877929688,128.86000061035156,903600.0,123.29415130615234,-0.147,2019-04-30,17,2019,30,Tuesday,-0.006800000000000006,1.180297293057982
129.9499969482422,127.83000183105469,129.05999755859375,127.86000061035156,748600.0,122.33734130859375,-0.776,2019-05-01,17,2019,1,Wednesday,-0.006800000000000006,1.180297293057982
127.5,125.6500015258789,127.06999969482422,125.9800033569336,721500.0,120.53855895996094,-1.47,2019-05-02,17,2019,2,Thursday,-0.006800000000000006,1.180297293057982
127.52999877929688,126.11000061035156,126.48999786376953,127.4000015258789,441100.0,121.897216796875,1.127,2019-05-03,17,2019,3,Friday,-0.006800000000000006,1.180297293057982
126.55999755859375,125.08000183105469,125.22000122070312,126.41999816894531,408300.0,120.95954132080078,-0.769,2019-05-06,18,2019,6,Monday,-0.2528,1.3602877269166256
125.05000305175781,122.76000213623047,124.83999633789062,123.47000122070312,707500.0,118.13697052001953,-2.333,2019-05-07,18,2019,7,Tuesday,-0.2528,1.3602877269166256
124.76000213623047,123.4800033569336,123.7300033569336,124.30000305175781,674200.0,118.93111419677734,0.672,2019-05-08,18,2019,8,Wednesday,-0.2528,1.3602877269166256
124.69999694824219,123.20999908447266,124.30000305175781,124.37000274658203,1096600.0,118.99809265136719,0.056,2019-05-09,18,2019,9,Thursday,-0.2528,1.3602877269166256
125.80000305175781,123.38999938964844,124.76000213623047,125.75,867400.0,120.31848907470703,1.11,2019-05-10,18,2019,10,Friday,-0.2528,1.3602877269166256
124.63999938964844,123.1500015258789,124.37000274658203,123.23999786376953,509500.0,117.91690063476562,-1.996,2019-05-13,19,2019,13,Monday,0.5476,2.308550042775768
125.68000030517578,123.58999633789062,123.63999938964844,125.19999694824219,924700.0,119.792236328125,1.59,2019-05-14,19,2019,14,Tuesday,0.5476,2.308550042775768
126.86000061035156,124.37000274658203,124.4000015258789,126.16999816894531,936900.0,120.7203369140625,0.775,2019-05-15,19,2019,15,Wednesday,0.5476,2.308550042775768
130.11000061035156,127.68000030517578,127.72000122070312,129.11000061035156,751500.0,125.21653747558594,3.724,2019-05-16,19,2019,16,Thursday,0.5476,2.308550042775768
128.6699981689453,127.22000122070312,128.13999938964844,127.36000061035156,455500.0,123.5193099975586,-1.355,2019-05-17,19,2019,17,Friday,0.5476,2.308550042775768
125.7300033569336,124.27999877929688,124.77999877929688,125.19000244140625,1040200.0,121.41474914550781,-1.704,2019-05-20,20,2019,20,Monday,0.03340000000000003,1.5775296510684038
127.70999908447266,126.66000366210938,127.27999877929688,126.91000366210938,705600.0,123.08287811279297,1.374,2019-05-21,20,2019,21,Tuesday,0.03340000000000003,1.5775296510684038
129.0,127.70999908447266,127.95999908447266,128.6999969482422,695600.0,124.81889343261719,1.41,2019-05-22,20,2019,22,Wednesday,0.03340000000000003,1.5775296510684038
127.01000213623047,125.91000366210938,126.97000122070312,126.5999984741211,431200.0,122.78221893310547,-1.632,2019-05-23,20,2019,23,Thursday,0.03340000000000003,1.5775296510684038
127.91999816894531,127.2699966430664,127.61000061035156,127.51000213623047,271200.0,123.66478729248047,0.719,2019-05-24,20,2019,24,Friday,0.03340000000000003,1.5775296510684038
127.47000122070312,125.95999908447266,126.62999725341797,126.0,500500.0,122.20032501220703,-1.184,2019-05-28,21,2019,28,Tuesday,-0.8767499999999999,0.9516064925517619
124.94000244140625,123.5999984741211,124.94000244140625,124.25,640000.0,120.50309753417969,-1.389,2019-05-29,21,2019,29,Wednesday,-0.8767499999999999,0.9516064925517619
125.2699966430664,124.1500015258789,124.19999694824219,124.91999816894531,405100.0,121.15288543701172,0.539,2019-05-30,21,2019,30,Thursday,-0.8767499999999999,0.9516064925517619
123.5,122.86000061035156,123.30999755859375,123.08000183105469,684300.0,119.36837768554688,-1.473,2019-05-31,21,2019,31,Friday,-0.8767499999999999,0.9516064925517619
124.69999694824219,122.12000274658203,124.43000030517578,122.83999633789062,970500.0,119.13561248779297,-0.195,2019-06-03,22,2019,3,Monday,1.0506,1.3032428016298423
125.87999725341797,123.23999786376953,123.98999786376953,125.83000183105469,1238500.0,122.03545379638672,2.434,2019-06-04,22,2019,4,Tuesday,1.0506,1.3032428016298423
127.30000305175781,125.62999725341797,127.26000213623047,126.26000213623047,813900.0,122.45248413085938,0.342,2019-06-05,22,2019,5,Wednesday,1.0506,1.3032428016298423
126.83999633789062,125.16000366210938,125.4800033569336,126.48999786376953,914600.0,122.67554473876953,0.182,2019-06-06,22,2019,6,Thursday,1.0506,1.3032428016298423
129.8000030517578,127.97000122070312,128.24000549316406,129.63999938964844,808100.0,125.73055267333984,2.49,2019-06-07,22,2019,7,Friday,1.0506,1.3032428016298423
130.6699981689453,129.4199981689453,129.77000427246094,129.42999267578125,348600.0,125.5268783569336,-0.162,2019-06-10,23,2019,10,Monday,-0.3078,0.5424911980852777
129.6999969482422,127.76000213623047,129.5800018310547,128.3800048828125,562000.0,124.50855255126953,-0.811,2019-06-11,23,2019,11,Tuesday,-0.3078,0.5424911980852777
128.6699981689453,127.76000213623047,127.77999877929688,128.30999755859375,899900.0,124.44065856933594,-0.055,2019-06-12,23,2019,12,Wednesday,-0.3078,0.5424911980852777
129.3800048828125,128.39999389648438,129.3699951171875,128.80999755859375,451700.0,124.92557525634766,0.39,2019-06-13,23,2019,13,Thursday,-0.3078,0.5424911980852777
128.1699981689453,127.38999938964844,128.0800018310547,127.6500015258789,426600.0,123.80056762695312,-0.901,2019-06-14,23,2019,14,Friday,-0.3078,0.5424911980852777
129.16000366210938,128.30999755859375,128.61000061035156,128.4600067138672,516700.0,124.58614349365234,0.635,2019-06-17,24,2019,17,Monday,1.034,1.1698200716349503
132.4199981689453,131.08999633789062,131.6300048828125,131.77000427246094,921900.0,127.79632568359375,2.577,2019-06-18,24,2019,18,Tuesday,1.034,1.1698200716349503
131.9600067138672,130.6999969482422,131.1300048828125,131.83999633789062,430100.0,127.86421203613281,0.053,2019-06-19,24,2019,19,Wednesday,1.034,1.1698200716349503
134.8000030517578,133.27000427246094,134.67999267578125,134.39999389648438,908200.0,130.3470001220703,1.942,2019-06-20,24,2019,20,Thursday,1.034,1.1698200716349503
134.47999572753906,133.4199981689453,133.97000122070312,134.35000610351562,1456100.0,130.29852294921875,-0.037,2019-06-21,24,2019,21,Friday,1.034,1.1698200716349503
135.39999389648438,134.6999969482422,135.3300018310547,134.92999267578125,715600.0,130.86102294921875,0.432,2019-06-24,25,2019,24,Monday,0.367,1.0998974952239868
136.14999389648438,132.9199981689453,136.1300048828125,133.00999450683594,677800.0,128.99891662597656,-1.423,2019-06-25,25,2019,25,Tuesday,0.367,1.0998974952239868
135.0500030517578,133.80999755859375,133.9499969482422,134.02999877929688,3671600.0,129.9881591796875,0.767,2019-06-26,25,2019,26,Wednesday,0.367,1.0998974952239868
134.9499969482422,133.4600067138672,133.6699981689453,134.67999267578125,1819600.0,130.61856079101562,0.485,2019-06-27,25,2019,27,Thursday,0.367,1.0998974952239868
137.49000549316406,135.75999450683594,135.94000244140625,136.8000030517578,3042600.0,132.6746368408203,1.574,2019-06-28,25,2019,28,Friday,0.367,1.0998974952239868
139.00999450683594,137.94000244140625,138.6999969482422,138.3000030517578,2370200.0,134.12940979003906,1.096,2019-07-01,26,2019,1,Monday,0.2525,1.1480373106596609
139.58999633789062,138.42999267578125,138.4600067138672,139.35000610351562,993200.0,135.14773559570312,0.759,2019-07-02,26,2019,2,Tuesday,0.2525,1.1480373106596609
140.6199951171875,139.85000610351562,140.27999877929688,140.17999267578125,1097000.0,135.95269775390625,0.596,2019-07-03,26,2019,3,Wednesday,0.2525,1.1480373106596609
138.27999877929688,137.08999633789062,138.0399932861328,138.16000366210938,472200.0,133.99362182617188,-1.441,2019-07-05,26,2019,5,Friday,0.2525,1.1480373106596609
138.7100067138672,137.9499969482422,138.32000732421875,138.47999572753906,477100.0,134.30397033691406,0.232,2019-07-08,27,2019,8,Monday,-0.20140000000000002,0.2856830411487528
138.35000610351562,137.44000244140625,137.57000732421875,138.27999877929688,471600.0,134.11000061035156,-0.144,2019-07-09,27,2019,9,Tuesday,-0.20140000000000002,0.2856830411487528
138.3699951171875,137.1999969482422,137.57000732421875,137.66000366210938,675900.0,133.5087127685547,-0.448,2019-07-10,27,2019,10,Wednesday,-0.20140000000000002,0.2856830411487528
137.49000549316406,136.39999389648438,136.9499969482422,137.4199981689453,525600.0,133.2759246826172,-0.174,2019-07-11,27,2019,11,Thursday,-0.20140000000000002,0.2856830411487528
136.91000366210938,136.0399932861328,136.25,136.77000427246094,486500.0,132.6455535888672,-0.473,2019-07-12,27,2019,12,Friday,-0.20140000000000002,0.2856830411487528
137.35000610351562,136.5,136.82000732421875,137.1300048828125,384000.0,132.99468994140625,0.263,2019-07-15,28,2019,15,Monday,-1.825,2.029113845992876
136.0800018310547,134.94000244140625,135.30999755859375,135.1199951171875,595700.0,131.04530334472656,-1.466,2019-07-16,28,2019,16,Tuesday,-1.825,2.029113845992876
136.02000427246094,133.9499969482422,135.67999267578125,134.22000122070312,735500.0,130.1724395751953,-0.666,2019-07-17,28,2019,17,Wednesday,-1.825,2.029113845992876
128.41000366210938,125.61000061035156,126.76000213623047,127.41999816894531,3146800.0,123.57749938964844,-5.066,2019-07-18,28,2019,18,Thursday,-1.825,2.029113845992876
126.36000061035156,124.47000122070312,126.18000030517578,124.62999725341797,1481700.0,120.87162780761719,-2.19,2019-07-19,28,2019,19,Friday,-1.825,2.029113845992876
125.9800033569336,124.52999877929688,125.83999633789062,124.83000183105469,1492400.0,121.06560516357422,0.16,2019-07-22,29,2019,22,Monday,0.38260000000000005,1.3080633776694461
125.7699966430664,124.61000061035156,125.11000061035156,125.62999725341797,871000.0,121.84147644042969,0.641,2019-07-23,29,2019,23,Tuesday,0.38260000000000005,1.3080633776694461
127.63999938964844,126.7699966430664,127.27999877929688,127.61000061035156,748300.0,123.76176452636719,1.576,2019-07-24,29,2019,24,Wednesday,0.38260000000000005,1.3080633776694461
126.8499984741211,125.11000061035156,126.80000305175781,125.38999938964844,669900.0,121.60871124267578,-1.74,2019-07-25,29,2019,25,Thursday,0.38260000000000005,1.3080633776694461
127.25,126.72000122070312,126.87000274658203,126.98999786376953,366900.0,123.16046142578125,1.276,2019-07-26,29,2019,26,Friday,0.38260000000000005,1.3080633776694461
127.62000274658203,126.19000244140625,127.62000274658203,126.43000030517578,440500.0,122.61735534667969,-0.441,2019-07-29,30,2019,29,Monday,-0.8452,1.1466626356518295
124.02999877929688,122.58999633789062,123.8499984741211,123.0,708000.0,119.29078674316406,-2.713,2019-07-30,30,2019,30,Tuesday,-0.8452,1.1466626356518295
124.83999633789062,122.08999633789062,124.2699966430664,123.02999877929688,465100.0,119.31988525390625,0.024,2019-07-31,30,2019,31,Wednesday,-0.8452,1.1466626356518295
125.36000061035156,122.61000061035156,123.56999969482422,123.06999969482422,618700.0,119.35868072509766,0.033,2019-08-01,30,2019,1,Thursday,-0.8452,1.1466626356518295
122.72000122070312,121.19999694824219,122.56999969482422,121.68000030517578,656800.0,118.0105972290039,-1.129,2019-08-02,30,2019,2,Friday,-0.8452,1.1466626356518295
120.1500015258789,117.87000274658203,120.0199966430664,118.7300033569336,759600.0,115.1495590209961,-2.424,2019-08-05,31,2019,5,Monday,-0.30440000000000006,1.9280444237620669
118.5199966430664,116.48999786376953,117.94000244140625,117.6500015258789,921500.0,114.10212707519531,-0.91,2019-08-06,31,2019,6,Tuesday,-0.30440000000000006,1.9280444237620669
120.52999877929688,118.30000305175781,119.01000213623047,120.47000122070312,1024900.0,116.83708953857422,2.397,2019-08-07,31,2019,7,Wednesday,-0.30440000000000006,1.9280444237620669
121.81999969482422,120.68000030517578,120.79000091552734,121.5199966430664,475900.0,117.85541534423828,0.872,2019-08-08,31,2019,8,Thursday,-0.30440000000000006,1.9280444237620669
120.06999969482422,118.55999755859375,119.36000061035156,119.75,403000.0,116.13880157470703,-1.457,2019-08-09,31,2019,9,Friday,-0.30440000000000006,1.9280444237620669
119.94999694824219,118.79000091552734,119.48999786376953,119.0999984741211,240900.0,115.50839233398438,-0.543,2019-08-12,32,2019,12,Monday,-0.11240000000000006,2.020941067918607
121.45999908447266,118.56999969482422,118.79000091552734,120.93000030517578,681900.0,117.28321838378906,1.537,2019-08-13,32,2019,13,Tuesday,-0.11240000000000006,2.020941067918607
118.06999969482422,116.55999755859375,117.58000183105469,116.87000274658203,776700.0,113.34564971923828,-3.357,2019-08-14,32,2019,14,Wednesday,-0.11240000000000006,2.020941067918607
118.36000061035156,116.62999725341797,117.4800033569336,117.16000366210938,589600.0,113.62690734863281,0.248,2019-08-15,32,2019,15,Thursday,-0.11240000000000006,2.020941067918607
119.4000015258789,117.93000030517578,117.94000244140625,118.9800033569336,295800.0,115.39202117919922,1.553,2019-08-16,32,2019,16,Friday,-0.11240000000000006,2.020941067918607
120.26000213623047,119.4800033569336,120.25,119.69999694824219,279400.0,116.09030151367188,0.605,2019-08-19,33,2019,19,Monday,-0.2324,1.9050956143983955
118.9800033569336,117.94000244140625,118.87999725341797,117.98999786376953,341500.0,114.43186950683594,-1.429,2019-08-20,33,2019,20,Tuesday,-0.2324,1.9050956143983955
121.9000015258789,120.98999786376953,121.4800033569336,121.23999786376953,639100.0,117.5838623046875,2.754,2019-08-21,33,2019,21,Wednesday,-0.2324,1.9050956143983955
120.37999725341797,118.75,120.18000030517578,119.47000122070312,348800.0,115.86724090576172,-1.46,2019-08-22,33,2019,22,Thursday,-0.2324,1.9050956143983955
120.19000244140625,117.31999969482422,119.23999786376953,117.5199966430664,393400.0,113.97603607177734,-1.632,2019-08-23,33,2019,23,Friday,-0.2324,1.9050956143983955
118.86000061035156,118.0199966430664,118.69999694824219,118.80000305175781,329500.0,115.21745300292969,1.089,2019-08-26,34,2019,26,Monday,0.281,1.14975627852167
121.12999725341797,119.23999786376953,120.93000030517578,119.94999694824219,447500.0,116.332763671875,0.968,2019-08-27,34,2019,27,Tuesday,0.281,1.14975627852167
